客户ID,会员年限,年龄,性别,城市等级,最近消费日期,消费频率,总消费金额,平均单次消费,折扣使用率,满意度评分,客户类型标签
CUST_002153,3.3,28.0,男,一线,2024-12-12,14,5275.93,376.85,0.29,3.0,潜力客户
CUST_002154,2.5,28.0,女,其他,2024-09-06,2,1470.25,735.13,0.48,4.0,流失风险
CUST_002155,1.1,44.0,男,一线,2024-12-21,14,6365.47,454.68,0.27,3.0,潜力客户
CUST_002156,5.7,63.0,男,其他,2024-12-23,24,15231.24,634.64,0.2,4.0,高价值
CUST_002157,2.9,57.0,男,二线,2024-12-08,7,1294.28,184.9,0.34,5.0,一般客户
CUST_002158,1.3,53.0,男,一线,2024-11-15,4,3599.97,899.99,0.34,3.0,一般客户
CUST_002159,2.5,22.0,男,二线,2024-11-19,6,2968.02,494.67,0.43,3.0,一般客户
CUST_002160,2.7,,女,其他,2024-11-14,3,748.33,249.44,0.65,4.0,流失风险
CUST_002161,2.6,51.0,女,三线,2024-12-20,9,6596.36,732.93,0.25,4.0,潜力客户
CUST_002162,3.7,43.0,男,三线,2024-08-18,1,830.37,830.37,0.76,3.0,流失风险
CUST_002163,6.6,48.0,女,一线,2024-12-19,19,12775.32,672.39,0.25,4.0,高价值
CUST_002164,2.9,58.0,男,其他,2024-07-12,4,1268.47,317.12,0.7,4.0,流失风险
CUST_002165,3.2,31.0,男,二线,2024-12-20,25,19982.39,799.3,0.22,5.0,高价值
CUST_002166,5.9,33.0,女,一线,2024-12-24,27,17825.91,660.22,0.11,5.0,高价值
CUST_002167,1.4,46.0,男,一线,2024-12-12,8,3593.28,449.16,0.24,4.0,潜力客户
CUST_002168,2.3,27.0,女,一线,2024-11-18,7,1612.72,230.39,0.39,4.0,一般客户
CUST_002169,2.3,46.0,女,二线,2024-12-22,26,17876.77,687.57,0.12,3.0,高价值
CUST_002170,2.3,40.0,男,一线,2024-11-09,9,2000.1,222.23,0.38,3.0,一般客户
CUST_002171,2.3,32.0,女,其他,2024-11-16,3,2292.98,764.33,0.51,4.0,一般客户
CUST_002172,3.0,36.0,女,一线,2024-11-26,9,3018.6,335.4,0.44,3.0,一般客户
CUST_002173,4.9,26.0,女,三线,2024-12-25,22,9580.87,435.49,0.28,5.0,高价值
CUST_002174,1.2,47.0,女,三线,2024-12-06,5,1558.3,311.66,0.36,4.0,一般客户
CUST_002175,4.4,52.0,男,其他,2024-12-28,25,12615.96,504.64,0.22,5.0,高价值
CUST_002176,3.6,51.0,女,一线,2024-12-13,12,3517.67,293.14,0.27,5.0,潜力客户
CUST_002177,1.5,50.0,男,三线,2024-12-06,8,2293.55,286.69,0.6,4.0,一般客户
CUST_002178,4.9,44.0,女,二线,2024-09-17,4,1206.04,301.51,0.43,5.0,流失风险
CUST_002179,0.5,27.0,女,三线,2024-11-30,6,2704.82,450.8,0.39,4.0,一般客户
CUST_002180,2.6,22.0,男,一线,2024-12-18,12,6479.47,539.96,0.2,5.0,潜力客户
CUST_002181,1.4,61.0,男,一线,2024-11-09,4,1088.66,272.16,0.55,3.0,一般客户
CUST_002182,3.2,45.0,男,三线,2024-12-22,29,15776.09,544.0,0.23,5.0,高价值
CUST_002183,2.9,35.0,女,三线,2024-11-21,9,2857.45,317.49,0.43,4.0,一般客户
CUST_002184,1.6,57.0,男,三线,2024-11-19,5,2164.72,432.94,0.6,5.0,一般客户
CUST_002185,2.2,41.0,女,一线,2024-12-09,12,4645.94,387.16,0.37,3.0,潜力客户
CUST_002186,0.9,56.0,男,二线,2024-11-08,5,3194.73,638.95,0.37,4.0,一般客户
CUST_002187,1.2,52.0,女,三线,2024-12-10,12,4992.82,416.07,0.31,5.0,潜力客户
CUST_002188,2.9,53.0,女,二线,2024-11-22,5,2907.21,581.44,0.35,4.0,一般客户
CUST_002189,3.1,42.0,男,二线,2024-12-24,13,4575.89,351.99,0.4,4.0,潜力客户
CUST_002190,2.3,60.0,女,一线,2024-12-24,22,8837.3,401.7,0.28,5.0,高价值
CUST_002191,1.8,63.0,女,二线,2024-12-15,4,2168.58,542.15,0.4,4.0,一般客户
CUST_002192,2.7,29.0,女,三线,2024-12-08,8,3934.4,491.8,0.33,3.0,潜力客户
CUST_002193,2.0,56.0,男,三线,2024-11-22,8,1181.21,147.65,0.54,3.0,一般客户
CUST_002194,2.8,25.0,男,三线,2024-12-02,8,5431.04,678.88,0.25,4.0,潜力客户
CUST_002195,6.2,58.0,男,二线,2024-12-24,19,6114.48,321.81,0.19,5.0,高价值
CUST_002196,3.0,49.0,女,三线,2024-11-11,2,1708.38,854.19,0.56,3.0,流失风险
CUST_002197,1.8,24.0,男,二线,2024-12-15,7,1563.42,223.35,0.37,5.0,一般客户
CUST_002198,2.2,24.0,男,二线,2024-12-08,10,4454.52,445.45,0.33,5.0,潜力客户
CUST_002199,2.3,50.0,男,二线,2024-12-12,12,5946.16,495.51,0.39,3.0,潜力客户
CUST_002200,6.8,23.0,女,二线,2024-12-24,25,9099.79,363.99,0.1,3.0,高价值
CUST_002201,2.8,29.0,男,二线,2024-11-19,9,3709.16,412.13,0.53,4.0,一般客户
CUST_002202,1.4,38.0,男,一线,2024-12-02,9,1247.15,138.57,0.43,4.0,一般客户
CUST_002203,0.8,36.0,男,三线,2024-11-26,5,3142.04,628.41,0.35,4.0,一般客户
CUST_002204,1.2,57.0,女,三线,2024-07-26,3,1852.09,617.36,0.66,5.0,流失风险
CUST_002205,1.8,22.0,男,一线,2024-12-19,12,5517.68,459.81,0.32,3.0,潜力客户
CUST_002206,6.2,45.0,男,其他,2024-12-21,16,9812.98,613.31,0.27,3.0,高价值
CUST_002207,2.5,55.0,女,二线,2024-12-08,8,3462.01,432.75,0.29,3.0,潜力客户
CUST_002208,2.0,37.0,女,其他,2024-11-24,4,1189.45,297.36,0.59,3.0,一般客户
CUST_002209,3.9,59.0,男,一线,2024-10-22,2,870.81,435.4,0.72,4.0,流失风险
CUST_002210,3.1,25.0,男,三线,2024-09-02,4,1153.76,288.44,0.51,3.0,流失风险
CUST_002211,2.0,33.0,男,三线,2024-11-04,3,1405.93,468.64,0.54,5.0,一般客户
CUST_002212,1.1,31.0,男,三线,2024-12-21,9,3403.29,378.14,0.26,3.0,潜力客户
CUST_002213,2.5,36.0,男,二线,2024-11-11,8,1965.73,245.72,0.46,5.0,一般客户
CUST_002214,1.6,47.0,女,二线,2024-09-17,4,902.92,225.73,0.61,,流失风险
CUST_002215,1.9,38.0,女,一线,2024-10-12,4,1684.65,421.16,0.78,5.0,流失风险
CUST_002216,7.9,36.0,男,三线,2024-12-30,20,7376.41,368.82,0.2,3.0,高价值
CUST_002217,3.9,37.0,女,一线,2024-12-05,8,6692.86,836.61,0.22,4.0,潜力客户
CUST_002218,3.4,32.0,女,二线,2024-12-24,14,4010.71,286.48,0.38,3.0,潜力客户
CUST_002219,3.0,49.0,男,一线,2024-12-04,9,4632.47,514.72,0.31,3.0,潜力客户
CUST_002220,1.5,23.0,女,一线,2024-11-25,8,3172.68,396.59,0.32,4.0,一般客户
CUST_002221,0.7,36.0,女,二线,2024-12-16,7,3998.45,571.21,0.45,3.0,一般客户
CUST_002222,2.4,38.0,女,其他,2024-12-13,9,1130.64,125.63,0.47,3.0,一般客户
CUST_002223,6.3,49.0,女,二线,2024-12-27,22,7923.91,360.18,0.12,4.0,高价值
CUST_002224,1.5,53.0,男,二线,2024-12-16,6,2783.8,463.97,0.35,4.0,一般客户
CUST_002225,6.0,54.0,女,三线,2024-12-17,22,8280.06,376.37,0.16,4.0,高价值
CUST_002226,1.2,25.0,女,其他,2024-11-13,8,1047.16,130.9,0.41,3.0,一般客户
CUST_002227,0.8,22.0,男,其他,2024-12-03,9,2944.24,327.14,0.58,3.0,一般客户
CUST_002228,3.7,57.0,女,二线,2024-12-18,13,6391.25,491.63,0.35,5.0,潜力客户
CUST_002229,3.3,36.0,男,三线,2024-11-06,2,1552.81,776.41,0.64,5.0,流失风险
CUST_002230,0.8,57.0,男,三线,2024-11-06,9,3723.16,413.68,0.57,3.0,一般客户
CUST_002231,1.6,54.0,女,二线,2024-12-02,12,7155.74,596.31,0.27,5.0,潜力客户
CUST_002232,5.0,33.0,女,一线,2024-08-06,3,1816.24,605.41,0.74,4.0,流失风险
CUST_002233,2.9,56.0,男,三线,2024-12-17,8,7464.36,933.04,0.25,3.0,潜力客户
CUST_002234,1.7,61.0,女,二线,2024-12-16,13,6067.99,466.77,0.26,4.0,潜力客户
CUST_002235,2.2,52.0,女,三线,2024-12-06,11,5773.39,524.85,0.29,4.0,潜力客户
CUST_002236,4.5,52.0,女,二线,2024-10-30,3,696.56,232.19,0.41,4.0,流失风险
CUST_002237,2.6,63.0,男,三线,2024-11-27,6,2101.09,350.18,0.39,3.0,一般客户
CUST_002238,6.0,55.0,男,一线,2024-12-30,26,14630.86,562.73,0.17,5.0,高价值
CUST_002239,3.0,56.0,女,一线,2024-09-19,3,1087.03,362.34,0.46,5.0,流失风险
CUST_002240,1.3,63.0,女,二线,2024-12-06,5,1269.83,253.97,0.43,5.0,一般客户
CUST_002241,0.5,43.0,女,三线,2024-11-27,5,1364.75,272.95,0.58,4.0,一般客户
CUST_002242,4.0,52.0,女,其他,2024-12-05,13,5677.59,436.74,0.35,3.0,潜力客户
CUST_002243,3.5,46.0,男,一线,2024-12-16,11,7386.53,671.5,0.26,4.0,潜力客户
CUST_002244,1.8,42.0,男,三线,2024-11-26,7,1876.68,268.1,0.34,,一般客户
CUST_002245,1.3,58.0,男,三线,2024-07-24,4,1423.23,355.81,0.78,4.0,流失风险
CUST_002246,2.7,63.0,男,一线,2024-12-06,9,2884.05,320.45,0.48,5.0,一般客户
CUST_002247,0.9,64.0,男,三线,2024-12-04,4,2314.05,578.51,0.56,3.0,一般客户
CUST_002248,1.7,48.0,男,一线,2024-12-22,9,6199.48,688.83,0.24,5.0,潜力客户
CUST_002249,2.5,46.0,男,三线,2024-08-24,3,1408.86,469.62,0.49,4.0,流失风险
CUST_002250,2.2,29.0,女,三线,2024-08-14,3,1765.54,588.51,0.66,4.0,流失风险
CUST_002251,4.0,49.0,女,二线,2024-08-17,3,1875.25,625.08,0.53,3.0,流失风险
CUST_002252,4.9,37.0,男,其他,2024-08-14,3,692.85,230.95,0.64,3.0,流失风险
CUST_002253,2.0,40.0,女,二线,2024-12-23,8,4453.67,556.71,0.29,5.0,潜力客户
CUST_002254,2.7,47.0,女,一线,2024-12-24,10,4940.85,494.09,0.24,4.0,潜力客户
CUST_002255,2.9,63.0,女,一线,2024-12-29,23,7679.8,333.9,0.1,4.0,高价值
CUST_002256,1.3,27.0,男,其他,2024-12-05,9,7370.85,818.98,0.32,3.0,潜力客户
CUST_002257,3.3,59.0,男,一线,2024-12-16,11,3669.64,333.6,0.39,3.0,潜力客户
CUST_002258,2.0,38.0,男,二线,2024-11-29,9,2670.37,296.71,0.56,5.0,一般客户
CUST_002259,1.8,60.0,女,其他,2024-12-11,11,3207.46,291.59,0.24,3.0,潜力客户
CUST_002260,3.6,37.0,女,一线,2024-12-05,11,4361.26,396.48,0.21,3.0,潜力客户
CUST_002261,4.8,61.0,男,二线,2024-08-16,1,1023.66,1023.66,0.68,3.0,流失风险
CUST_002262,3.0,57.0,男,三线,2024-12-17,10,4650.64,465.06,0.25,3.0,潜力客户
CUST_002263,2.3,39.0,女,二线,2024-09-16,2,1836.65,918.33,0.56,5.0,流失风险
CUST_002264,1.7,58.0,男,二线,2024-11-14,7,3560.59,508.66,0.56,5.0,一般客户
CUST_002265,1.3,,男,二线,2024-11-27,4,2145.34,536.33,0.49,3.0,一般客户
CUST_002266,1.1,39.0,女,其他,2024-11-11,3,1784.95,594.98,0.57,5.0,一般客户
CUST_002267,0.9,35.0,女,三线,2024-11-16,3,2868.46,956.15,0.46,3.0,一般客户
CUST_002268,2.7,25.0,男,一线,2024-11-27,5,1775.57,355.11,0.44,3.0,一般客户
CUST_002269,5.5,31.0,女,二线,2024-12-29,27,17099.54,633.32,0.22,5.0,高价值
CUST_002270,0.8,35.0,女,一线,2024-11-15,6,1700.48,283.41,0.33,5.0,一般客户
CUST_002271,6.3,50.0,女,二线,2024-12-24,22,13932.56,633.3,0.29,5.0,高价值
CUST_002272,0.6,37.0,男,三线,2024-12-08,6,1314.77,219.13,0.59,5.0,一般客户
CUST_002273,4.0,37.0,女,其他,2024-12-22,8,6286.07,785.76,0.33,3.0,潜力客户
CUST_002274,2.4,28.0,女,一线,2024-11-04,5,1870.6,374.12,0.34,5.0,一般客户
CUST_002275,2.0,57.0,男,二线,2024-10-18,4,1244.05,311.01,0.63,4.0,流失风险
CUST_002276,6.5,40.0,女,一线,2024-12-19,22,5266.92,239.41,0.23,4.0,高价值
CUST_002277,3.9,54.0,男,一线,2024-09-19,3,505.24,168.41,0.67,4.0,流失风险
CUST_002278,2.2,62.0,女,二线,2024-12-10,6,2211.65,368.61,0.33,3.0,一般客户
CUST_002279,1.6,53.0,男,三线,2024-11-28,5,3716.53,743.31,0.39,3.0,一般客户
CUST_002280,5.7,43.0,男,二线,2024-12-19,27,19135.72,708.73,0.26,5.0,高价值
CUST_002281,5.1,48.0,男,二线,2024-12-28,16,11029.94,689.37,0.25,5.0,高价值
CUST_002282,1.7,26.0,男,三线,2024-12-10,9,3582.4,398.04,0.5,5.0,一般客户
CUST_002283,1.3,30.0,女,一线,2024-12-13,8,3553.59,444.2,0.59,3.0,一般客户
CUST_002284,2.1,39.0,女,其他,2024-12-05,13,6227.87,479.07,0.3,3.0,潜力客户
CUST_002285,2.0,49.0,女,三线,2024-11-11,7,1770.85,252.98,0.55,,一般客户
CUST_002286,3.8,30.0,女,一线,2024-12-14,8,7654.86,956.86,0.39,4.0,潜力客户
CUST_002287,2.9,34.0,女,三线,2024-11-20,7,2173.65,310.52,0.41,3.0,一般客户
CUST_002288,4.4,36.0,男,三线,2024-09-05,4,789.75,197.44,0.43,4.0,流失风险
CUST_002289,2.3,35.0,男,三线,2024-11-18,3,1624.8,541.6,0.54,5.0,一般客户
CUST_002290,1.6,26.0,女,二线,2024-08-04,4,684.39,171.1,0.47,4.0,流失风险
CUST_002291,0.9,53.0,男,二线,2024-11-19,5,2940.64,588.13,0.49,3.0,一般客户
CUST_002292,1.7,52.0,男,二线,2024-12-10,3,2718.85,906.28,0.5,4.0,一般客户
CUST_002293,2.0,59.0,女,三线,2024-12-26,9,5728.21,636.47,0.39,5.0,潜力客户
CUST_002294,3.7,60.0,男,二线,2024-12-18,20,18797.72,939.89,0.13,5.0,高价值
CUST_002295,3.1,34.0,男,二线,2024-07-28,3,1172.77,390.92,0.76,3.0,流失风险
CUST_002296,2.5,25.0,男,三线,2024-12-10,5,2214.75,442.95,0.44,3.0,一般客户
CUST_002297,3.0,34.0,女,二线,2024-11-25,8,1695.95,211.99,0.45,5.0,一般客户
CUST_002298,2.2,35.0,男,三线,2024-12-27,20,11788.32,589.42,0.15,5.0,高价值
CUST_002299,1.3,31.0,女,三线,2024-11-06,8,3947.83,493.48,0.36,3.0,一般客户
CUST_002300,1.4,22.0,男,二线,2024-12-16,3,1544.16,514.72,0.4,3.0,一般客户
CUST_002301,2.5,,女,三线,2024-08-19,4,1170.83,292.71,0.45,4.0,流失风险
CUST_002302,5.7,37.0,男,二线,2024-12-24,27,6548.29,242.53,0.12,3.0,高价值
CUST_002303,7.4,39.0,女,三线,2024-12-19,23,9461.21,411.36,0.18,3.0,高价值
CUST_002304,2.7,57.0,男,二线,2024-11-03,5,1656.34,331.27,0.32,3.0,一般客户
CUST_002305,2.8,58.0,男,其他,2024-11-09,4,1329.87,332.47,0.5,3.0,一般客户
CUST_002306,2.5,54.0,女,二线,2024-12-14,12,5472.84,456.07,0.27,4.0,潜力客户
CUST_002307,6.1,56.0,男,其他,2024-12-27,22,7081.86,321.9,0.2,3.0,高价值
CUST_002308,4.9,30.0,女,一线,2024-11-02,2,953.91,476.95,0.51,3.0,流失风险
CUST_002309,1.5,42.0,男,二线,2024-11-10,4,1626.1,406.53,0.4,4.0,一般客户
CUST_002310,2.9,33.0,男,一线,2024-12-06,8,6272.08,784.01,0.38,5.0,潜力客户
CUST_002311,1.9,41.0,男,二线,2024-09-26,3,1525.21,508.4,0.8,5.0,流失风险
CUST_002312,2.2,36.0,女,一线,2024-11-03,6,2937.94,489.66,0.33,5.0,一般客户
CUST_002313,1.6,40.0,男,其他,2024-11-10,6,1848.37,308.06,0.34,3.0,一般客户
CUST_002314,3.5,22.0,女,一线,2024-07-28,4,971.84,242.96,0.7,5.0,流失风险
CUST_002315,1.0,57.0,男,二线,2024-12-08,13,3947.59,303.66,0.21,3.0,潜力客户
CUST_002316,1.9,46.0,男,二线,2024-11-21,5,3662.39,732.48,0.58,5.0,一般客户
CUST_002317,3.7,40.0,女,三线,2024-09-16,2,1074.85,537.43,0.47,3.0,流失风险
CUST_002318,1.9,27.0,男,二线,2024-12-01,3,3159.18,1053.06,0.37,4.0,一般客户
CUST_002319,4.8,43.0,男,三线,2024-12-27,16,10902.72,681.42,0.16,4.0,高价值
CUST_002320,0.8,56.0,男,三线,2024-12-15,3,1057.1,352.37,0.41,5.0,一般客户
CUST_002321,2.6,51.0,男,一线,2024-09-24,3,1276.07,425.36,0.64,3.0,流失风险
CUST_002322,3.5,33.0,女,一线,2024-10-07,4,1692.34,423.09,0.61,3.0,流失风险
CUST_002323,7.8,22.0,女,二线,2024-12-24,18,6324.48,351.36,0.18,5.0,高价值
CUST_002324,2.2,63.0,女,二线,2024-12-05,9,3901.35,433.48,0.38,3.0,一般客户
CUST_002325,1.5,49.0,男,一线,2024-11-18,4,3133.38,783.35,0.32,3.0,一般客户
CUST_002326,2.5,54.0,男,二线,2024-12-07,13,6345.99,488.15,0.34,3.0,潜力客户
CUST_002327,5.6,60.0,女,二线,2024-12-21,15,10180.01,678.67,0.27,5.0,高价值
CUST_002328,7.7,61.0,女,其他,2024-12-26,25,13273.01,530.92,0.11,4.0,高价值
CUST_002329,2.9,59.0,女,其他,2024-11-01,2,739.56,369.78,0.59,4.0,流失风险
CUST_002330,4.6,50.0,男,二线,2024-08-07,1,555.83,555.83,0.76,3.0,流失风险
CUST_002331,1.0,36.0,男,二线,2024-12-02,7,3532.24,504.61,0.3,3.0,一般客户
CUST_002332,3.3,61.0,男,二线,2024-08-14,4,1560.45,390.11,0.79,3.0,流失风险
CUST_002333,3.2,60.0,男,二线,2024-09-23,1,535.07,535.07,0.49,4.0,流失风险
CUST_002334,2.3,34.0,女,一线,2024-07-06,4,1769.35,442.34,0.58,4.0,流失风险
CUST_002335,0.8,61.0,男,三线,2024-11-30,5,2834.85,566.97,0.38,5.0,一般客户
CUST_002336,1.1,63.0,女,二线,2024-12-08,7,3925.54,560.79,0.49,5.0,一般客户
CUST_002337,3.6,50.0,女,一线,2024-12-24,12,7970.28,664.19,0.29,3.0,潜力客户
CUST_002338,2.5,23.0,女,三线,2024-11-12,3,1029.98,343.33,0.32,3.0,一般客户
CUST_002339,0.8,62.0,男,二线,2024-11-21,5,1198.14,239.63,0.5,5.0,一般客户
CUST_002340,2.0,57.0,男,三线,2024-12-27,24,6104.76,254.36,0.13,3.0,高价值
CUST_002341,3.9,49.0,女,二线,2024-12-25,29,15737.69,542.68,0.11,5.0,高价值
CUST_002342,1.8,57.0,男,三线,2024-12-16,12,7824.47,652.04,0.27,4.0,潜力客户
CUST_002343,1.7,,女,三线,2024-11-06,2,1842.36,921.18,0.42,4.0,流失风险
CUST_002344,1.8,28.0,男,二线,2024-12-15,14,7871.79,562.27,0.34,5.0,潜力客户
CUST_002345,0.6,36.0,女,一线,2024-11-13,3,3990.46,1330.15,0.32,4.0,一般客户
CUST_002346,3.6,62.0,男,一线,2024-12-13,11,4078.32,370.76,0.32,3.0,潜力客户
CUST_002347,2.3,62.0,女,二线,2024-11-19,8,1147.84,143.48,0.42,5.0,一般客户
CUST_002348,1.0,48.0,女,二线,2024-12-11,10,5540.92,554.09,0.26,5.0,潜力客户
CUST_002349,0.9,64.0,女,一线,2024-11-26,6,3765.4,627.57,0.34,3.0,一般客户
CUST_002350,1.0,44.0,男,三线,2024-11-09,7,2753.32,393.33,0.33,5.0,一般客户
CUST_002351,4.2,35.0,男,三线,2024-12-21,28,8951.04,319.68,0.29,5.0,高价值
CUST_002352,2.0,62.0,女,二线,2024-10-30,2,1179.75,589.88,0.72,3.0,流失风险
CUST_002353,1.8,52.0,女,三线,2024-12-18,8,4560.69,570.09,0.21,3.0,潜力客户
CUST_002354,1.5,60.0,女,二线,2024-12-06,4,1915.34,478.83,0.55,5.0,一般客户
CUST_002355,1.7,57.0,男,一线,2024-10-26,2,1196.39,598.2,0.75,4.0,流失风险
CUST_002356,1.8,25.0,男,其他,2024-12-04,8,4799.39,599.92,0.3,4.0,潜力客户
CUST_002357,0.9,40.0,女,二线,2024-11-12,7,2514.87,359.27,0.53,4.0,一般客户
CUST_002358,3.0,58.0,女,一线,2024-12-05,10,5952.19,595.22,0.21,3.0,潜力客户
CUST_002359,3.4,42.0,女,三线,2024-08-26,4,515.26,128.82,0.72,3.0,流失风险
CUST_002360,3.9,34.0,女,二线,2024-12-30,28,19351.52,691.13,0.17,4.0,高价值
CUST_002361,1.8,45.0,女,一线,2024-11-15,5,2234.02,446.8,0.54,3.0,一般客户
CUST_002362,6.0,35.0,女,其他,2024-12-27,27,5660.13,209.63,0.11,5.0,高价值
CUST_002363,0.9,,女,二线,2024-11-07,4,1696.42,424.1,0.53,5.0,一般客户
CUST_002364,2.9,62.0,女,其他,2024-11-27,7,2592.57,370.37,0.57,4.0,一般客户
CUST_002365,3.1,59.0,男,一线,2024-12-21,12,6294.75,524.56,0.2,5.0,潜力客户
CUST_002366,3.7,35.0,女,三线,2024-12-23,13,5265.03,405.0,0.34,4.0,潜力客户
CUST_002367,1.6,53.0,男,一线,2024-12-15,13,7688.27,591.41,0.25,3.0,潜力客户
CUST_002368,2.6,41.0,男,二线,2024-12-24,12,6130.28,510.86,0.26,5.0,潜力客户
CUST_002369,1.5,40.0,女,三线,2024-11-22,3,1807.87,602.62,0.56,3.0,一般客户
CUST_002370,0.9,60.0,女,其他,2024-11-17,8,3769.87,471.23,0.53,4.0,一般客户
CUST_002371,2.4,58.0,男,三线,2024-12-14,9,3065.37,340.6,0.22,5.0,潜力客户
CUST_002372,1.1,28.0,男,三线,2024-10-12,4,1445.61,361.4,0.74,3.0,流失风险
CUST_002373,2.6,53.0,男,二线,2024-11-18,7,3917.86,559.69,0.52,3.0,一般客户
CUST_002374,1.4,57.0,男,三线,2024-12-11,3,1055.05,351.68,0.31,3.0,一般客户
CUST_002375,1.5,34.0,女,二线,2024-12-10,12,6037.14,503.1,0.36,5.0,潜力客户
CUST_002376,2.3,60.0,女,二线,2024-07-22,2,1038.9,519.45,0.51,5.0,流失风险
CUST_002377,3.1,35.0,男,二线,2024-08-20,2,1551.92,775.96,0.6,4.0,流失风险
CUST_002378,1.3,53.0,女,二线,2024-12-14,9,6643.81,738.2,0.37,3.0,潜力客户
CUST_002379,1.2,51.0,女,二线,2024-11-22,4,3770.22,942.55,0.57,5.0,一般客户
CUST_002380,4.6,30.0,女,其他,2024-12-20,24,15933.05,663.88,0.1,4.0,高价值
CUST_002381,1.1,37.0,女,一线,2024-12-22,10,7307.64,730.76,0.31,4.0,潜力客户
CUST_002382,1.1,48.0,男,三线,2024-11-25,7,3541.77,505.97,0.47,5.0,一般客户
CUST_002383,2.2,51.0,男,二线,2024-11-03,8,3214.44,401.8,0.38,3.0,一般客户
CUST_002384,2.5,25.0,女,三线,2024-12-10,8,3563.16,445.4,0.29,3.0,潜力客户
CUST_002385,4.2,,男,其他,2024-12-21,17,7563.56,444.92,0.22,3.0,高价值
CUST_002386,1.3,27.0,男,三线,2024-11-09,2,1365.46,682.73,0.64,3.0,流失风险
CUST_002387,3.2,58.0,男,二线,2024-12-06,10,6107.98,610.8,0.27,5.0,潜力客户
CUST_002388,2.6,62.0,女,三线,2024-11-12,6,3458.5,576.42,0.54,4.0,一般客户
CUST_002389,2.4,55.0,男,一线,2024-11-22,6,3493.47,582.24,0.59,3.0,一般客户
CUST_002390,1.7,53.0,女,一线,2024-07-29,1,1622.01,1622.01,0.57,3.0,流失风险
CUST_002391,1.9,43.0,女,一线,2024-12-10,14,4239.73,302.84,0.34,5.0,潜力客户
CUST_002392,1.9,54.0,男,其他,2024-11-11,9,2289.98,254.44,0.33,5.0,一般客户
CUST_002393,4.2,33.0,女,一线,2024-09-27,4,831.25,207.81,0.47,5.0,流失风险
CUST_002394,2.7,59.0,女,其他,2024-12-13,4,1850.53,462.63,0.46,5.0,一般客户
CUST_002395,2.8,37.0,男,二线,2024-11-10,4,2686.71,671.68,0.52,4.0,一般客户
CUST_002396,4.2,44.0,女,其他,2024-09-20,1,1792.22,1792.22,0.53,3.0,流失风险
CUST_002397,2.2,54.0,男,三线,2024-11-04,3,3276.06,1092.02,0.39,5.0,一般客户
CUST_002398,1.6,40.0,男,一线,2024-11-21,4,2772.3,693.08,0.48,3.0,一般客户
CUST_002399,3.9,52.0,女,二线,2024-12-23,13,4199.37,323.03,0.32,3.0,潜力客户
CUST_002400,2.3,41.0,女,一线,2024-12-13,11,5982.1,543.83,0.3,5.0,潜力客户
CUST_002401,6.7,48.0,男,一线,2024-12-23,16,9798.54,612.41,0.12,5.0,高价值
CUST_002402,6.1,30.0,男,三线,2024-12-30,15,19132.95,1275.53,0.14,4.0,高价值
CUST_002403,1.1,25.0,男,三线,2024-11-19,6,1802.44,300.41,0.33,,一般客户
CUST_002404,1.8,46.0,女,三线,2024-11-17,3,1865.74,621.91,0.35,3.0,一般客户
CUST_002405,2.7,25.0,男,三线,2024-10-28,4,1015.76,253.94,0.5,3.0,流失风险
CUST_002406,5.6,57.0,女,其他,2024-12-23,29,6633.63,228.75,0.11,4.0,高价值
CUST_002407,1.5,26.0,男,其他,2024-11-26,5,3335.74,667.15,0.55,5.0,一般客户
CUST_002408,1.0,42.0,男,三线,2024-12-22,14,7684.13,548.87,0.34,3.0,潜力客户
CUST_002409,1.6,40.0,女,二线,2024-12-12,6,1703.92,283.99,0.59,5.0,一般客户
CUST_002410,2.1,30.0,男,一线,2024-12-13,9,1994.21,221.58,0.37,4.0,一般客户
CUST_002411,1.1,23.0,男,二线,2024-11-02,2,1113.5,556.75,0.65,3.0,流失风险
CUST_002412,1.0,36.0,男,二线,2024-12-12,3,2882.47,960.82,0.36,4.0,一般客户
CUST_002413,3.0,22.0,女,二线,2024-09-13,1,1539.54,1539.54,0.59,4.0,流失风险
CUST_002414,2.9,34.0,女,二线,2024-12-26,10,4082.35,408.24,0.21,3.0,潜力客户
CUST_002415,8.0,32.0,男,其他,2024-12-24,22,18773.42,853.34,0.29,4.0,高价值
CUST_002416,1.5,51.0,女,其他,2024-08-03,2,1710.62,855.31,0.71,4.0,流失风险
CUST_002417,4.5,,男,其他,2024-12-29,20,15530.96,776.55,0.22,3.0,高价值
CUST_002418,2.9,33.0,女,二线,2024-12-29,24,9710.01,404.58,0.14,5.0,高价值
CUST_002419,2.0,57.0,男,三线,2024-12-06,6,1291.11,215.18,0.6,5.0,一般客户
CUST_002420,3.1,38.0,男,三线,2024-08-22,4,982.6,245.65,0.66,5.0,流失风险
CUST_002421,5.7,41.0,男,三线,2024-12-29,21,13534.79,644.51,0.11,4.0,高价值
CUST_002422,3.4,52.0,男,三线,2024-12-15,11,6519.35,592.67,0.36,3.0,潜力客户
CUST_002423,2.0,38.0,女,二线,2024-11-17,7,1087.57,155.37,0.39,4.0,一般客户
CUST_002424,2.8,50.0,男,其他,2024-12-14,12,6257.96,521.5,0.3,3.0,潜力客户
CUST_002425,1.1,41.0,男,一线,2024-11-23,7,2225.82,317.97,0.51,4.0,一般客户
